	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80
protein21	1.65555922968806	1.4655883818698	1.95466327897217	1.83536032987841	1.42511345805395	2.18783106882769	1.84442061819916	2.41526466717258	1.4594991211174	1.70915462761596	2.40522702741844	1.53725028396393	1.90879348666873	1.60921088347829	1.62918728508937	1.65851699833533	1.85626037550843	2.28823848865263	1.52124383785869	2.65825172091742	2.06156277960214	1.6559307631716	1.5021895940228	2.18050403089465	1.44848485033647	2.16122002315511	1.61379782587915	1.53683994099199	1.49620279083305	1.76428499076453	1.40303287401315	1.80549913172939	1.47423649770625	1.00140607763812	1.12936944027443	1.6569711126216	1.23353049327712	1.74915053906963	1.28061557536467	1.44598912399851	1.43974939340252	1.29846015213239	1.28556164128578	1.76819729650263	1.55289497631775	2.03053145366729	1.95064383175069	1.4731495326056	1.42371966974412	1.12883193233381	1.50897360289185	1.41005175298986	1.33622314119373	1.65149749786845	1.03658659483749	1.43572240587067	1.4255706030704	2.00587291251579	2.0990225186101	2.32632202826605	1.56596903041578	1.98534015727274	1.83411838967073	1.64672847412776	1.50659614709396	2.08314078233922	1.49418611157047	1.34906890592448	1.5037874711825	1.84011162204312	1.44868964849443	1.45459602191109	1.43206470026257	1.1245387953494	1.38090821658	1.27513355508407	1.6984728339442	1.50706260220988	1.46601544990526	1.34171437282131
protein22	1.70614458345137	1.89771776061865	2.0164622200043	1.97284503837496	1.56926996101335	2.39892856561894	1.86441798983962	1.9553902357115	1.53515720594596	1.64843091268329	1.84376267745744	1.77902443148786	1.93112846327999	1.87157806783224	1.64557643261009	1.93025460015611	1.75276650134806	1.94988757209487	1.69198183089229	2.9175933566366	1.89829227596359	1.67558929877455	1.80682778230989	1.74701560119886	1.78557993048857	1.9172202924507	1.91109412905061	1.6072448689463	1.77883259494819	1.88333549141713	2.29353004096922	1.69546265562646	1.54794613875322	1.4254340826841	1.53560875258778	1.72228690624972	1.73139069210578	1.55978994290136	1.75560288854922	1.62933927918235	1.42477384623397	1.42565961594805	1.86064108392627	1.80753011173094	1.34145610840117	1.97116416781678	1.54566144534047	1.4601794207445	1.51187599256997	1.37859107562301	1.56537738037377	1.56010667249556	1.35519042295356	1.50194818650428	1.3124123992323	1.45645458227051	1.65936561144995	1.50089038660788	2.09023844189808	2.43742863944805	1.39318306611752	1.89091790210689	1.6174788710026	1.56449002031244	1.526881286574	1.45677344268704	1.60961610424579	1.60371479236744	1.44959833217145	1.57693778178746	1.49886692670975	1.40423610047592	1.47519036683862	1.35174955193056	1.80903341181584	1.66669398478606	1.47479825354856	1.82162964083847	1.55228246247587	1.51480469157456
protein23	1.87866757979903	1.78842832491224	1.93079131262933	1.74968238548646	1.87893399170806	1.63562711056426	1.78279951013496	2.13714177868855	1.85034827118759	1.67932841354099	2.01332270349342	1.81089722517729	1.8926536804403	1.71086283589765	2.02072429225706	1.73678056431832	1.8405425035067	2.06155108384362	1.73244950060229	2.74305057385602	2.04515004158404	1.79681252249432	1.81916795003707	1.70390329032227	1.55115391550435	1.82085104697877	1.78227190070843	1.85681703006737	1.76225661916342	1.9015412362621	1.96246166493386	2.2766573943398	1.70546075035593	1.55326234861487	1.45670428865989	1.63098195803684	1.64060758881771	2.05099046331567	1.65633564472478	1.93848607986292	2.02677806946334	1.53860343074981	1.81861982876151	1.74638594214465	1.66434677457483	2.01048640139024	1.88871656992044	1.61455698946115	1.5021195974096	1.62083201825444	1.73021305685883	1.52925576224788	1.76519745378695	1.50010089708858	1.3212542964407	1.55469734364028	1.52372073649029	1.67122051357929	1.57317613213993	1.92057521736459	1.53193452467006	2.17694775667493	1.56586065303794	1.57707601218935	1.4562266469596	1.94953000394278	1.58597873595632	1.49444769679538	1.40924828885046	1.53328920176987	1.40710563799531	1.44327031811874	1.5736902504012	1.41226241381551	1.72334806987222	1.59493750218622	1.56465726664813	1.56827692244129	1.88264163823214	1.72629787622106
protein24	1.51301360926002	1.4997018834408	1.7971208251796	1.45042585356339	1.47777313853989	1.78740841059301	1.58391538666862	1.54610097366769	1.24087425721505	1.34383690201739	1.53621795406923	1.82751924513726	1.1507211021796	1.71279268857311	1.25242999970865	1.66233532013764	1.46326887583436	1.54139394545785	1.31491978916935	2.33106004267987	1.66358490441607	1.23381471851929	1.41599094831232	1.66037691870244	1.31249539587066	1.6511102215098	1.530487401082	1.5906603705576	1.42267595852434	1.50274003296118	2.10954767360154	1.46855027184478	1.51002220193229	1.53182901483013	1.25602624714462	1.71939713976544	1.74679963391438	1.41106090842573	1.52911614289379	1.39941151169372	1.43111774322439	1.18914673422683	1.87209810509725	1.57839133212523	1.3056146486866	1.72161580965832	1.57193141904663	1.32047441316062	1.48230459130995	1.4879463375601	1.45888050595046	1.50697351136234	1.15400139487627	1.56111390896079	1.09552415876665	1.49141249574364	1.61784363351483	1.47102438480528	2.12536709556169	2.34555219836521	1.31575164361677	1.70971669306195	1.82694364193982	1.66864944806931	1.36495425671761	1.30785202224018	1.46202269037333	1.30493659529981	1.2402367956498	1.56461998402922	1.3599468386518	1.50012291626139	1.47280336143632	1.25208802424843	1.92040483777916	1.43115257034167	1.36212032583829	1.70240654968131	1.75868249955932	1.29369947599298
protein25	1.58747797033902	1.33174171123028	1.44574433376481	1.38885374348835	1.71106148773569	1.40760029038232	1.72218489753203	2.01713986129491	1.57375786692529	1.38279954565878	1.74851992315273	1.59652736631775	1.52450802074013	1.53109410088751	1.53765770440236	1.46841059395801	1.78309893240709	2.11725478235236	1.68903088239786	2.54897740191019	2.03767592736708	1.63883672023528	1.68127355135775	1.73498577464541	1.50181191917626	1.65879827784177	1.6983810045199	1.83379793218005	1.50745669021957	1.74954787866439	1.91145468221416	2.06700386071457	1.49905793016252	1.40172924967834	1.26365135067506	1.47221617052146	1.42423866385818	1.8193856832505	1.47436229572158	1.63994876859475	1.81108657076981	1.38828993296042	1.48087603284132	1.5553072305573	1.41385619892339	1.77699687428815	1.6890458630208	1.4404705571872	1.46462406766278	1.45431264098265	1.54800786769275	1.46847294199905	1.38138454264166	1.42964637198201	1.25373007606089	1.48206894449729	1.50717232297668	1.68213659516364	1.47236335207783	1.83135961988014	1.34661528618911	1.80582776246462	1.56872414276892	1.58196905996249	1.44004748171917	1.99997531175795	1.67302479894331	1.43970180986103	1.31209281870028	1.50979478429682	1.3940907612556	1.4476119074533	1.67511226032986	1.26149474517299	1.58096018482417	1.50095573419168	1.4473354856608	1.36227708190709	1.5796073959529	1.47345428092408
protein26	1.46377572411871	1.6352942982488	1.74962166829741	1.70079506854783	1.37200741978012	2.13353803616677	1.61769984607964	1.64148293332059	1.29007145041867	1.36058552086303	1.48738442478452	1.50080891889104	1.39017873861862	1.59545357031587	1.321169047545	1.67483143285544	1.44609119222035	1.54370479116307	1.38967142199912	2.18782369412346	1.57593845488117	1.39699786561254	1.5237965903812	1.44907608332927	1.51831170570238	1.59802666421542	1.62586404206167	1.33781427632431	1.52748865381022	1.5766880925368	1.97423018205039	1.40498285299935	1.53251406764202	1.43960627523797	1.4940361394878	1.71146299182638	1.70841660487065	1.59757121225809	1.75740960614554	1.54245103074547	1.44858892953931	1.42048884854471	1.82378096209085	1.96287806136484	1.41854692575958	1.98465048918849	1.57872994093893	1.4666256263844	1.48701817979657	1.37230563344834	1.49579894333139	1.55999191006864	1.36721727503375	1.5295414554072	1.30779435578102	1.47127431542054	1.60520920757792	1.49561813905716	2.03911598960357	2.40271200028009	1.42082380782829	1.84901960175294	1.70974114794396	1.65305300845997	1.42411644230099	1.40541200672229	1.53007683391626	1.55829780769959	1.39868679814993	1.52006258628274	1.39852975721866	1.29283645649623	1.3668391257957	1.25238867855682	1.76611949633988	1.59200342312972	1.40478457106602	1.77745323754744	1.50430231367282	1.41461684086237
protein27	1.49423748703537	1.63812616562355	1.76197547375255	1.54102301804323	1.40678179177722	1.69050919047846	1.54800030379514	1.63502584577329	1.23445664342417	1.47197566099499	1.58494271083075	1.70710459537873	1.55089817855193	1.6911265117634	1.58889161111497	1.69690151029784	1.64951514699054	1.98226703861024	1.59443094336709	2.7819934019645	1.75204302023158	1.52801531514023	1.62751920587057	1.76903687377425	1.58556628188261	1.82002706171818	1.7572224070369	1.84785173924215	1.51350527427857	1.71152507094184	2.20530586877095	1.90152214385796	1.60997008039795	1.54920989511412	1.47541013952787	1.83642643804712	1.90438088941567	1.88393266423343	1.56119503744795	1.69796319256238	1.64430406749119	1.56335648815533	1.88916189787555	1.9628375567767	1.63170484671432	1.88416585017625	1.89525210220191	1.54770781883301	1.43604340565871	1.38607739246844	1.39922120912505	1.59772505592224	1.26662374337368	1.47648347347798	1.06750613904131	1.42773390949361	1.56010808741501	1.71328381662027	1.95414677795766	2.27957497769793	1.42828567625204	1.78159109072071	1.61696919292791	1.50197024689108	1.45219850576853	1.84929280652627	1.63098588972938	1.53058760508709	1.36375414158396	1.53235304950093	1.37427804141943	1.55013577903312	1.59992840932681	1.25526840373695	1.87811778670828	1.47139019979333	1.48851950947324	1.77933598085733	1.76400681317457	1.39880099929288
protein28	1.36102798718562	1.48082008199627	1.60784425138543	1.57580281714556	1.33470371330373	1.71622377511749	1.53503970558788	1.50529215614139	1.29646373840866	1.58251416153981	1.63293520654708	1.39052575544529	1.53539906959595	1.4430603012141	1.68094785076935	1.58198103542803	1.54503491086039	1.6578726866835	1.71866215366052	1.9367465013869	1.70952741318443	1.59963316080488	1.74470640332354	1.6720772851818	1.70864188176094	1.71840904758388	1.76558834347722	1.56118776329197	1.69955892335643	1.67932104450869	1.65165817559908	1.87314672173978	1.50993897168975	1.5452502400224	1.54766306685025	1.62379181679492	1.71701995433078	1.71745454019588	1.65358623386822	1.67934764706688	1.57887346510895	1.40905620760547	1.62660203168434	1.75401284923837	1.55442051345301	1.76858728583357	1.75833208757449	1.67467734960869	1.52924716237339	1.45676852601023	1.6169957887589	1.44393797251486	1.57275023095594	1.56548901507818	1.51163102547406	1.43644149113626	1.55249062261768	1.82286155951096	1.85485551079323	1.94449139916462	1.5731196576379	1.86241142638933	1.71587288115633	1.69857598773904	1.39309608581378	1.57602772622591	1.4431437351152	1.50647253318256	1.51189771426329	1.46160863575899	1.42008082226702	1.36141169804037	1.4596872578213	1.27514505805968	1.45524522442154	1.63513752674687	1.46404096906743	1.36413637788801	1.36028777613713	1.41952560950409
protein29	1.45807836332251	1.17039571555963	1.27862746056432	1.19781936595301	1.62766977460184	1.20902364382898	1.40861198149428	1.58160485382297	1.48117535859902	1.38747394088378	1.56626673380688	1.34054056928635	1.31575860145845	1.41980154951763	1.52320920037011	1.31458956237576	1.55433516973614	1.87119867206312	1.61952855302215	2.10977351717598	1.86668272705569	1.49608846190177	1.53229489785545	1.52866836528855	1.46075747903767	1.61635522702485	1.54061624305184	1.56844530558758	1.51622904020883	1.54116170209526	1.62539183904397	1.89973182420492	1.35294857078364	1.34190976355171	1.17018902041431	1.25479714799945	1.20886438761039	1.83101076153457	1.38753961170096	1.59867448923003	1.66954234872275	1.20235915254183	1.35529134752498	1.47218605731314	1.40203954595703	1.60439560043097	1.52037838529831	1.27386816017298	1.2916683492646	1.35120879308056	1.46523893485458	1.36171371236411	1.54976406317576	1.22867368199799	1.0862366885064	1.27225460145147	1.26669192372695	1.57705768247827	1.26716678535156	1.48933903969043	1.31532111109389	1.7483190293017	1.26451322965859	1.30554052389356	1.21693325976718	1.53366049508763	1.2813175087195	1.29851232335983	1.05028913567688	1.2485416235603	1.09303127113015	1.16403383434598	1.29322081959137	1.11406696191037	1.43664694210654	1.21700727003474	1.32419747449319	1.18708234558814	1.62316911992989	1.31358300097214
protein30	1.83726009209548	0.679331425193214	1.2235545022136	0.61518853285208	1.15219605097103	0.316339023848418	1.1482057037158	0.709254393896926	1.74256155735753	0.552750511763184	1.42055530915515	0.699902559974987	0.471881317685397	0.633886975745019	0.589936686891563	0.679732958292087	2.01653298902457	1.95971191654914	1.52515656411456	1.39431354129296	1.16966004222193	1.13066997675236	1.11244797060569	1.74677424688214	1.03873419465481	1.82671157984432	1.18152820727062	1.41011846018857	0.932534427119874	1.0791120009428	1.00546249276973	1.09596165174577	1.08887306485886	0.768392122927753	0.673847367269563	0.520178820165135	NA	0.472273383855811	0.547892369080096	0.941628839502027	1.52777232576011	0.588227068762664	0.793532901770352	0.437767505001439	1.32593429119102	0.542178349430122	0.571024777706062	0.343828542191664	0.895625235123632	0.982085617273611	0.683711354770508	0.473843676516949	0.453341854631036	1.09352486500308	0.752905368150544	0.445083779561076	0.269000547450315	NA	NA	NA	0.569995528507905	NA	0.937382200168744	0.497799596485093	1.13294592413126	0.813216748913988	0.745988196544068	0.684354794683385	0.73359621563256	1.13710175333307	1.35700042119963	1.211144398739	0.885440749459195	1.21384202678848	0.789665713073096	0.831864669028184	1.22629406828274	0.828464812821935	0.689970098257561	1.24360171387404
protein31	1.39802503240516	1.15671744221193	1.29813100402129	1.26169718453976	1.51464980426796	1.46051218512669	1.33924215671341	1.61293727109635	1.37460721086308	1.30606572651791	1.46154983200925	1.27092097273702	1.33048202372184	1.34016055848819	1.427274828604	1.26128024759863	1.24796033325591	1.34086652254513	1.27503857372407	NA	1.4735482106111	1.10013610427478	1.07774865087431	1.17451267385602	1.17152177514678	1.26152925546171	1.24982882381475	1.32106341209477	1.30745061870306	1.19216762545712	1.26571351562834	1.48806213695086	1.20511947992684	1.14042168147239	1.0781823716478	1.06901861679042	1.00517304823185	1.47692312755277	1.25643238783256	1.22581381615853	1.59667788349709	1.04043779291846	1.23528360433433	1.11657747181654	1.20984601280917	1.21778792994536	1.19510411725741	1.07326840582702	1.02901907801981	1.22231964970058	1.27705532406853	1.07044278286351	1.18312906692513	0.913251972588833	0.867991171027226	1.04479397481052	1.25398292031739	1.04076492472852	1.03809970412973	1.08606828539753	1.19564400935455	1.41385013126121	1.03056828250931	1.05977392745885	1.09781124889249	1.47062471926715	1.17406833366369	1.09150143162517	0.964562500052435	1.18970891075631	1.03735546357217	1.02917358743868	1.14709238719731	1.09107123006194	1.27552172398059	1.21677175179712	1.16729559392274	1.09701574035031	1.35005576252762	1.33141365775369
protein32	1.81850646990717	1.58803848197424	1.64109888370363	1.61171457370664	1.86855538164306	1.58490774183467	1.80149904895433	2.24746110944943	1.6072346758093	1.48169167026424	1.82825463463791	1.66563728474037	1.79423027791109	1.76140570575283	1.80602880764957	1.66853181865843	1.61432821577582	1.79476932063802	1.44747826620754	1.66899545210172	1.92570778884708	1.50199344486258	1.46104931454761	1.4902298694331	1.28487649284486	1.62800371646004	1.39998805471552	1.66105805948479	1.36356842561279	1.58402926109218	1.68389160574988	1.9490628822366	1.49047181789551	1.38628302892551	1.22807499933621	1.33077462967075	1.32156464037273	1.58563280011601	1.4256972869525	1.66617312229212	1.87921446819043	1.28180946187889	1.47103867163441	1.48804959665618	1.33576113131999	1.45149076132721	1.42739899759156	1.23462703611201	1.33764598979522	1.43637579336755	1.51359567270101	1.37203433082653	1.40791533634161	1.26933977459455	1.15398453778134	1.37779845509183	1.48992312586101	1.50629769861124	1.41540911329905	1.67267816861583	1.39371356512596	1.87334554632211	1.3215673521534	1.33664691892911	1.4266718171608	1.73765634866041	1.4509855079765	1.33089011009086	1.25361895094761	1.50570710397286	1.38121227737523	1.43240195337413	1.57793855604467	1.28889581309748	1.58402488296859	1.3797961321971	1.42284588472872	1.41306172837725	1.75367911083064	1.59306395451043
protein33	1.44763082097182	1.12702897882947	1.16538310816345	1.16634039104177	1.42828314793349	1.13141287006996	1.51570263813295	1.93847816154	1.13970932471749	1.09763377533321	1.21550964650143	1.45526201684196	1.0638751832871	1.16758312679221	1.23789636636713	1.16676861222649	1.29264416959572	1.24861304226926	0.996866598288284	NA	1.5608241455705	1.07696438800807	1.15674092100895	1.15361649816966	0.92446242617506	1.40531682323598	1.25292487316959	1.49422917752662	1.14051597214645	1.35225345541144	1.39820576379569	1.90435709065211	1.58885116469064	1.34417931043944	1.21438652173725	1.47768937740809	1.45779863150592	1.80703241468462	1.62783552265038	1.73438541668846	2.1774191817464	1.35165554755649	1.67265883890928	1.81938831745528	1.76518046296137	2.08507832133061	1.98968667930757	1.66442889579444	1.53540998579825	1.50728584104312	1.61009836688689	1.4861197335935	1.44069387495699	1.66125709920871	1.45776186149159	1.67221972648293	1.53180194675349	1.95324049016669	1.60743813102388	2.02849140456248	1.52017293084585	2.20959828496372	1.753652501419	1.77097942958194	1.40148116591839	2.03768234344822	1.5764305000866	1.48190789645904	1.41232488862993	1.51965786926238	1.3568601453789	1.60296318212837	1.6727138532297	1.38626120435741	1.61215560928997	1.48741971885076	1.44668104080954	1.52007253751754	1.71035982977437	1.68036326975409
